architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,source_file
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O2,aes128_RISCV_riscv64-linux-gnu-gcc_O2.elf,register_tm_clones,00100898,Non-Crypto,4,5,3,0,0,0.1333333333333333,3.75,2,5,0,0,0,0,15,0.0,0.1051587301587301,0,12,0.1547619047619047,0.0,0.0357142857142857,0.0,0.0,0.1051587301587301,False,False,False,False,0,0,0,0,6,8,0.037037037037037,4.6523912776298655,3.054289466574816,0.2,13,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O2,aes128_RISCV_riscv64-linux-gnu-gcc_O2.elf,__do_global_dtors_aux,001008c4,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.0682539682539682,0,18,0.2761904761904762,0.0,0.1634920634920635,0.0,0.0,0.0682539682539682,False,False,False,False,0,0,16,0,3,14,0.1666666666666666,5.042735951763016,2.771926181519115,0.25,18,aes_crypto_dataset.csv
RISCV,AES-128,riscv64-linux-gnu-gcc,O2,aes128_RISCV_riscv64-linux-gnu-gcc_O2.elf,aes128_encrypt,00100900,AES-128,23,35,14,9,2,0.0476190476190476,10.956521739130435,2,15,0,0,0,0,252,0.0,0.0292032060996275,0,215,0.2396580958602034,0.0011077263915812,0.1325232296581419,0.0216265306634603,0.0,0.0064689490445859,False,False,False,False,0,0,280,33,48,162,0.1744360902255639,6.625905848449925,2.852037279530989,0.0555555555555555,93,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,FUN_00100710,00100710,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.8553885422075336,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,FUN_00100720,00100720,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.688721875540867,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,FUN_00100730,00100730,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.8553885422075336,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,FUN_00100740,00100740,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.688721875540867,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,FUN_00100750,00100750,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.688721875540867,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,FUN_00100760,00100760,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.688721875540867,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,main,00100770,Non-Crypto,7,18,13,2,2,0.08,10.714285714285714,2,13,0,0,0,0,75,0.0,0.0349206349206349,0,55,0.1947496947496947,0.0,0.1021367521367521,0.0095238095238095,0.0,0.0253968253968253,False,False,False,False,0,0,88,1,9,48,0.1461988304093567,5.90443908182041,2.38526780482884,0.1733333333333333,42,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,_start,00100848,Non-Crypto,1,3,4,0,0,0.0833333333333333,12.0,1,3,0,0,0,0,12,0.0,0.0869565217391304,0,5,0.1739130434782608,0.0434782608695652,0.0869565217391304,0.0,0.0,0.0434782608695652,False,False,False,False,1,0,0,1,1,4,0.0869565217391304,4.558051076544457,2.1314076078546704,0.3333333333333333,11,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,_PREINIT_0,0010086a,Non-Crypto,1,0,1,0,0,0.0,3.0,2,1,0,0,0,0,3,0.0,0.2,0,2,0.4,0.0,0.0,0.0,0.0,0.2,False,False,False,False,0,0,0,0,1,2,0.0,3.121928094887362,1.9219280948873625,0.3333333333333333,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,deregister_tm_clones,00100876,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0.0,0.0857142857142857,0,10,0.1714285714285714,0.0,0.0357142857142857,0.0,0.0,0.0857142857142857,False,False,False,False,0,0,0,0,3,6,0.0526315789473684,4.156536827885538,2.720582776146013,0.3,8,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,register_tm_clones,00100898,Non-Crypto,4,5,3,0,0,0.1333333333333333,3.75,2,5,0,0,0,0,15,0.0,0.1051587301587301,0,12,0.1547619047619047,0.0,0.0357142857142857,0.0,0.0,0.1051587301587301,False,False,False,False,0,0,0,0,6,8,0.037037037037037,4.6523912776298655,3.054289466574816,0.2,13,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,__do_global_dtors_aux,001008c4,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.0682539682539682,0,18,0.2761904761904762,0.0,0.1634920634920635,0.0,0.0,0.0682539682539682,False,False,False,False,0,0,16,0,3,14,0.1666666666666666,5.042735951763016,2.771926181519115,0.25,18,aes_crypto_dataset.csv
RISCV,AES-128,riscv64-linux-gnu-gcc,O3,aes128_RISCV_riscv64-linux-gnu-gcc_O3.elf,aes128_encrypt,00100900,AES-128,7,12,7,2,2,0.0063856960408684,111.85714285714286,2,9,0,0,0,0,783,0.0,0.1747187362467048,0,619,0.1804242168243114,0.0755349768577259,0.1355365903392131,0.0328979538247426,0.0,0.0662858055642363,False,False,False,False,0,0,296,207,246,406,0.1580030880082346,6.969534715982284,2.957081655242198,0.0089399744572158,251,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,FUN_00100710,00100710,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,3.0220552088742,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,FUN_00100720,00100720,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.8553885422075336,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,FUN_00100730,00100730,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,3.0220552088742,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,FUN_00100740,00100740,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.8553885422075336,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,FUN_00100750,00100750,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.8553885422075336,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,FUN_00100760,00100760,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.1818181818181818,0,4,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,False,False,False,False,0,0,0,2,1,3,0.0909090909090909,2.8553885422075336,2.59490661824394,0.6666666666666666,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,main,00100770,Non-Crypto,7,18,13,2,2,0.0714285714285714,12.0,2,12,0,0,0,0,84,0.0,0.0323809523809523,0,60,0.1999424385138671,0.0,0.1036316064887493,0.0095238095238095,0.0,0.0228571428571428,False,False,False,False,0,0,104,1,9,53,0.1518324607329843,5.991425728954836,2.3486870516190663,0.1547619047619047,41,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,_start,0010085c,Non-Crypto,1,3,4,0,0,0.0833333333333333,12.0,1,3,0,0,0,0,12,0.0,0.0869565217391304,0,5,0.1739130434782608,0.0434782608695652,0.0869565217391304,0.0,0.0,0.0434782608695652,False,False,False,False,1,0,0,1,1,4,0.0869565217391304,4.675698135367986,2.1314076078546704,0.3333333333333333,11,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,_PREINIT_0,0010087e,Non-Crypto,1,0,1,0,0,0.0,3.0,2,1,0,0,0,0,3,0.0,0.2,0,2,0.4,0.0,0.0,0.0,0.0,0.2,False,False,False,False,0,0,0,0,1,2,0.0,2.9219280948873623,1.9219280948873625,0.3333333333333333,2,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,deregister_tm_clones,0010088a,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0.0,0.0857142857142857,0,10,0.1714285714285714,0.0,0.0357142857142857,0.0,0.0,0.0857142857142857,False,False,False,False,0,0,0,0,3,6,0.0526315789473684,4.134334254292496,2.720582776146013,0.3,8,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,register_tm_clones,001008ac,Non-Crypto,4,5,3,0,0,0.1333333333333333,3.75,2,5,0,0,0,0,15,0.0,0.1051587301587301,0,12,0.1547619047619047,0.0,0.0357142857142857,0.0,0.0,0.1051587301587301,False,False,False,False,0,0,0,0,6,8,0.037037037037037,4.635234743489787,3.054289466574816,0.2,13,aes_crypto_dataset.csv
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,__do_global_dtors_aux,001008d8,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.0682539682539682,0,18,0.2761904761904762,0.0,0.1634920634920635,0.0,0.0,0.0682539682539682,False,False,False,False,0,0,16,0,3,14,0.1666666666666666,5.008253193142326,2.771926181519115,0.25,18,aes_crypto_dataset.csv
RISCV,AES-128,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,sub_bytes,00100914,AES-128,3,3,2,1,2,0.1,3.333333333333333,2,3,0,0,0,0,10,0.0,0.0555555555555555,0,10,0.2708333333333333,0.0,0.0625,0.0,0.0,0.0555555555555555,False,False,False,False,0,0,0,0,1,8,0.1304347826086956,4.322756958897398,2.6318326080427985,0.2,9,aes_crypto_dataset.csv
RISCV,AES-128,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,add_round_key,00100936,AES-128,3,3,2,1,2,0.0909090909090909,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.0185185185185185,0,9,0.1111111111111111,0.0,0.0555555555555555,0.0185185185185185,0.0,0.0,False,False,False,False,0,0,0,1,1,6,0.1304347826086956,4.3054967936988735,2.6318326080427985,0.1818181818181818,10,aes_crypto_dataset.csv
RISCV,AES-128,riscv64-linux-gnu-gcc,Os,aes128_RISCV_riscv64-linux-gnu-gcc_Os.elf,aes128_encrypt,0010095a,AES-128,11,24,15,4,2,0.0424528301886792,19.272727272727277,2,11,0,0,0,0,212,0.0,0.0436742647101939,0,165,0.2275835996370997,0.0036003600360036,0.1461338294871242,0.0284022457050147,0.0036003600360036,0.0116716589691756,False,False,False,False,0,0,280,30,37,129,0.1871455576559546,6.382425913537218,2.7845139254599083,0.070754716981132,93,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.1388888888888888,0,31,0.1555555555555555,0.1388888888888888,0.1111111111111111,0.0,0.0,0.0,False,False,False,False,0,0,8,7,0,4,0.0555555555555555,4.236368983644952,3.595729599690725,0.375,7,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,False,False,False,False,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,_start,00101050,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.2105263157894736,0,40,0.0701754385964912,0.1578947368421052,0.0701754385964912,0.0526315789473684,0.0,0.0,False,False,False,False,0,0,16,12,3,4,0.0701754385964912,4.734512381750773,3.1741378208027298,0.1538461538461538,12,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,deregister_tm_clones,00101080,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.1066433566433566,0,21,0.1025641025641025,0.1066433566433566,0.0833333333333333,0.0,0.0,0.0,False,False,False,False,0,0,8,5,0,2,0.0357142857142857,3.9735127535760095,3.3388043692446137,0.3333333333333333,8,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,register_tm_clones,001010b0,Non-Crypto,4,5,3,0,0,0.1428571428571428,3.5,2,5,0,0,0,0,14,0.0,0.1846866725507502,0,109,0.093042071197411,0.1725507502206531,0.0833333333333333,0.0,0.0,0.012135922330097,False,False,False,False,0,0,8,46,5,5,0.0084745762711864,4.466857823238869,3.436429546570543,0.2142857142857142,13,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,__do_global_dtors_aux,001010f0,Non-Crypto,5,7,4,0,0,0.2142857142857142,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.2145454545454545,0.06,0.1845454545454545,0.0,0.0,0.0,False,False,False,False,0,0,8,4,0,8,0.1333333333333333,4.514263086243268,3.7168685856424033,0.2857142857142857,13,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,aes128_encrypt,00101140,AES-128,4,13,11,1,1,0.0769230769230769,13.0,1,8,0,0,0,0,52,0.0,0.1330554069318114,0,137,0.2188874769633196,0.1246284406396766,0.1423481065334997,0.0028089887640449,0.0,0.0056179775280898,False,False,False,False,0,0,244,31,3,48,0.1455399061032863,4.320689409447106,3.80554755234006,0.2115384615384615,23,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,key_expansion,00101260,AES-128,8,9,3,2,1,0.02,12.5,2,3,0,0,0,0,100,0.0,0.085783507612539,0,270,0.1635513179879871,0.0794570848856842,0.1438034449741521,0.0046485703778615,0.0072343017376114,0.0016778523489932,False,False,False,False,0,0,60,72,12,78,0.1403508771929824,5.107661892949578,3.8049655687973223,0.03,29,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,add_round_key,001013d0,AES-128,4,4,2,1,1,0.0476190476190476,5.25,2,3,0,0,0,0,21,0.0,0.0588624338624338,0,47,0.2303622303622303,0.0542328042328042,0.2078754578754578,0.0046296296296296,0.0138888888888888,0.0,False,False,False,False,0,0,36,7,1,21,0.1818181818181818,4.730508306220516,3.682047285603752,0.0952380952380952,15,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,sub_bytes,00101420,AES-128,4,4,2,1,1,0.0476190476190476,5.25,2,3,0,0,0,0,21,0.0,0.046583850931677,0,37,0.2364906832298136,0.046583850931677,0.2131987577639751,0.0,0.0163043478260869,0.0,False,False,False,False,0,0,28,4,0,20,0.1948051948051948,4.717404158775143,3.591334492089666,0.0952380952380952,16,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,shift_rows,00101470,AES-128,1,0,1,0,0,0.0,61.0,2,1,0,0,0,0,61,0.0,0.0,0,60,0.3296703296703296,0.0,0.3296703296703296,0.0,0.0,0.0,False,False,False,False,0,0,25,0,0,60,0.3296703296703296,3.6541258760294606,1.9562182704934532,0.0163934426229508,4,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,mix_columns,00101540,AES-128,4,12,10,1,1,0.0104166666666666,48.0,2,4,0,0,0,0,192,0.0,0.1134920634920634,0,544,0.1823517126148705,0.1079365079365079,0.1425647451963241,0.0049707602339181,0.0070175438596491,0.0005847953216374,False,False,False,False,0,0,80,123,19,159,0.1122004357298474,5.059978665798032,3.7347783595191553,0.0520833333333333,26,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,main,001017b0,Non-Crypto,7,16,11,2,1,0.1016949152542373,8.428571428571429,1,7,0,0,0,0,59,0.0,0.0870059493331382,0,106,0.1917535762581845,0.0823976544022626,0.1382979646228494,0.0046082949308755,0.0089285714285714,0.0,False,False,False,False,0,0,88,15,1,41,0.1473684210526315,4.923849813673022,3.7345325547696593,0.1864406779661017,24,aes_crypto_dataset.csv
x86,AES-128,clang,O0,aes128_x86_clang_O0.elf,xtime,001018c0,AES-128,1,0,1,0,0,0.0,14.0,2,1,0,0,0,0,14,0.0,0.3622047244094488,0,94,0.0629921259842519,0.3149606299212598,0.0472440944881889,0.0157480314960629,0.0078740157480314,0.0314960629921259,False,False,False,False,0,0,17,42,6,9,0.0472440944881889,4.6077057303184,3.73792561463844,0.0714285714285714,12,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O0,aes128_x86_clang_O0.elf,_fini,001018e8,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.1904761904761904,0,21,0.1428571428571428,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0,False,False,False,False,0,0,8,4,0,3,0.0476190476190476,3.238901256602631,3.344698375159713,0.25,3,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.1388888888888888,0,31,0.1555555555555555,0.1388888888888888,0.1111111111111111,0.0,0.0,0.0,False,False,False,False,0,0,8,7,0,4,0.0555555555555555,4.236368983644952,3.595729599690725,0.375,7,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,False,False,False,False,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,_start,00101070,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.2105263157894736,0,40,0.0701754385964912,0.1578947368421052,0.0701754385964912,0.0526315789473684,0.0,0.0,False,False,False,False,0,0,16,12,3,4,0.0701754385964912,4.681880802803405,3.1741378208027298,0.1538461538461538,12,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,deregister_tm_clones,001010a0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.1066433566433566,0,21,0.1025641025641025,0.1066433566433566,0.0833333333333333,0.0,0.0,0.0,False,False,False,False,0,0,8,5,0,2,0.0357142857142857,3.9735127535760095,3.3388043692446137,0.3333333333333333,8,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,register_tm_clones,001010d0,Non-Crypto,4,5,3,0,0,0.1428571428571428,3.5,2,5,0,0,0,0,14,0.0,0.1846866725507502,0,109,0.093042071197411,0.1725507502206531,0.0833333333333333,0.0,0.0,0.012135922330097,False,False,False,False,0,0,8,46,5,5,0.0084745762711864,4.520875225242075,3.436429546570543,0.2142857142857142,13,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,__do_global_dtors_aux,00101110,Non-Crypto,5,7,4,0,0,0.2142857142857142,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.2145454545454545,0.06,0.1845454545454545,0.0,0.0,0.0,False,False,False,False,0,0,8,4,0,8,0.1333333333333333,4.52824248443148,3.7168685856424033,0.2857142857142857,13,aes_crypto_dataset.csv
x86,AES-128,clang,O1,aes128_x86_clang_O1.elf,aes128_encrypt,00101160,AES-128,19,27,10,9,2,0.0452261306532663,10.473684210526317,2,11,0,0,0,0,199,0.0,0.1447280562340559,0,855,0.1667723344338458,0.1188684127215936,0.1019584817876499,0.0242309729054635,0.0425628506239061,0.0016286706069987,False,False,False,False,0,0,272,240,44,228,0.099752679307502,5.879265350452103,3.8267644384836,0.050251256281407,51,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,main,00101460,Non-Crypto,5,14,11,2,2,0.0816326530612244,9.8,1,9,0,0,0,0,49,0.0,0.163125822311226,0,143,0.116580619302974,0.1277752156920105,0.0773684678464211,0.0353506066192155,0.0127765995051254,0.0,False,False,False,False,0,0,80,33,7,29,0.0798122065727699,5.181865149192081,3.864400528907287,0.2244897959183673,26,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O1,aes128_x86_clang_O1.elf,_fini,00101530,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.1904761904761904,0,21,0.1428571428571428,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0,False,False,False,False,0,0,8,4,0,3,0.0476190476190476,3.238901256602631,3.344698375159713,0.25,3,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O2,aes128_x86_clang_O2.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.1388888888888888,0,31,0.1555555555555555,0.1388888888888888,0.1111111111111111,0.0,0.0,0.0,False,False,False,False,0,0,8,7,0,4,0.0555555555555555,4.236368983644952,3.595729599690725,0.375,7,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O2,aes128_x86_clang_O2.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,False,False,False,False,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O2,aes128_x86_clang_O2.elf,_start,00101070,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.2105263157894736,0,40,0.0701754385964912,0.1578947368421052,0.0701754385964912,0.0526315789473684,0.0,0.0,False,False,False,False,0,0,16,12,3,4,0.0701754385964912,4.649114684439285,3.1741378208027298,0.1538461538461538,12,aes_crypto_dataset.csv
x86,Non-Crypto,clang,O2,aes128_x86_clang_O2.elf,deregister_tm_clones,001010a0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.1066433566433566,0,21,0.1025641025641025,0.1066433566433566,0.0833333333333333,0.0,0.0,0.0,False,False,False,False,0,0,8,5,0,2,0.0357142857142857,3.9735127535760095,3.3388043692446137,0.3333333333333333,8,aes_crypto_dataset.csv
