architecture,algorithm,compiler,optimization,filename,function_name,function_address,detail_label,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,instruction_count,immediate_entropy,bitwise_op_density,table_lookup_presence,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
riscv,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_riscv_Os.o_features.json,uECC_generate_random_int,1010,ECC,ECC,35,43,10,5,4,0.11627907,1.942857143,2,28,68,0.620223707,0.064718615,1,64,0,0.22754491,0.02994012,0.143712575,0,0,0.041916168,5,38,5,0,0,0,0,0,0,0,80,12,7,39,0.143712575,6.304121784,2.1794648,0.147058824,42
riscv,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_riscv_Os.o_features.json,uECC_valid_point,0010148e,ECC,ECC,29,37,10,5,5,0.135135135,2.206896552,1,33,64,0.771022206,0.047925063,1,54,0,0.226666667,0.033333333,0.106666667,0,0,0.04,4,33,5,0,0,0,0,0,0,0,104,11,6,34,0.106666667,5.880936808,1.940627857,0.15625,35
riscv,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_riscv_Os.o_features.json,uECC_valid_public_key,0010152e,ECC,ECC,19,23,6,5,5,0.217391304,2.052631579,2,22,39,0.896577479,0.065034965,1,32,0,0.268041237,0.041237113,0.12371134,0,0,0.051546392,1,22,5,0,0,0,0,0,0,0,88,9,5,26,0.12371134,5.378503584,2.124161563,0.153846154,27
riscv,tinycrypt_ecc.o,gcc,Os,tinycrypt_ecc_riscv_Os.o_features.json,uECC_compute_public_key,101594,ECC,ECC,34,42,10,9,9,0.214285714,1.911764706,2,39,65,0.807893561,0.048105653,1,72,0,0.21686747,0.036144578,0.084337349,0,0,0.054216867,3,39,9,0,0,0,0,0,0,0,136,15,8,36,0.084337349,5.823696919,1.937224202,0.153846154,43
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_set_rng,10000,ECC,ECC,1,1,2,0,0,0,9,1,2,9,1.314021469,0.071428571,1,24,0,0.142857143,0.071428571,0.214285714,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,6,0.214285714,3.262683189,2.852745781,0.222222222,8
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_get_rng,10019,ECC,ECC,1,1,2,0,0,0,7,1,2,7,1.260185345,0.08,1,24,0,0.12,0.08,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,5,0.2,3.033778136,2.882292189,0.285714286,6
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_curve_private_key_size,0001002e,ECC,ECC,1,1,2,0,0,0,14,1,2,14,1.289226941,0.295454545,1,76,0,0.079545455,0.272727273,0.068181818,0,0,0.022727273,0,1,0,0,0,0,0,0,0,0,8,26,0,10,0.068181818,4.733517137,2.58470866,0.142857143,13
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_curve_public_key_size,10053,ECC,ECC,1,1,2,0,0,0,10,1,2,10,1.285803842,0.102564103,1,38,0,0.153846154,0.102564103,0.153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,0,8,0.153846154,4.000645725,2.769680836,0.2,9
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_clear,0001006e,ECC,ECC,4,5,3,1,1,0.2,6,1,4,24,1.610030585,0.086554622,1,90,0.4,0.161290323,0.107526882,0.150537634,0,0.010752688,0,1,4,1,0.4,0,0,0,0,0,0,33,10,0,20,0.150537634,4.47740008,2.722246161,0.125,19
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_isZero,000100b7,ECC,ECC,4,5,3,1,1,0.2,6.75,1,4,27,1.77192846,0.115727554,1,110,0.4,0.144,0.12,0.168,0,0.008,0,1,4,1,0.4,0,0,0,0,0,0,33,15,0,24,0.168,4.574469458,2.642502108,0.111111111,22
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_testBit,0001010e,ECC,ECC,1,1,2,0,0,0,25,0,2,25,1.5486984,0.333333333,1,130,0,0.06918239,0.301886792,0.075471698,0.006289308,0.006289308,0.025157233,0,1,0,0,0,0,0,0,0,0,22,52,3,18,0.075471698,4.824638837,2.544668246,0.08,21
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,vli_numDigits,10156,ECC,ECC,5,7,4,1,1,0.142857143,5.4,1,4,27,1.534806928,0.138523368,1,152,1,0.130081301,0.138211382,0.12195122,0,0.008130081,0,2,5,1,1,0,0,0,0,0,0,33,17,0,23,0.12195122,4.617912647,2.570074907,0.148148148,23
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_numBits,000101a7,ECC,ECC,7,10,5,2,2,0.2,5.428571429,1,8,38,1.314902877,0.137495677,1,202,1,0.106666667,0.186666667,0.151111111,0.004444444,0.004444444,0.013333333,2,8,2,1,0,0,0,0,0,0,33,45,4,35,0.151111111,4.923262337,2.825922328,0.131578947,28
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_set,10221,ECC,ECC,4,5,3,1,1,0.2,7.25,1,4,29,1.644516496,0.085255921,1,102,0.4,0.168141593,0.10619469,0.150442478,0,0.017699115,0,1,4,1,0.4,0,0,0,0,0,0,37,12,0,25,0.150442478,4.648090232,2.710803992,0.103448276,20
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_cmp_unsafe,10278,ECC,ECC,9,12,5,1,1,0.083333333,5.222222222,1,7,47,1.108775889,0.070513253,1,184,1.166666667,0.136125654,0.115183246,0.120418848,0,0.020942408,0,3,9,1,1.166666667,0,0,0,0,0,0,37,22,0,38,0.120418848,4.652628096,2.572281952,0.106382979,23
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_equal,0001030f,ECC,ECC,4,5,3,1,1,0.2,8.5,1,4,34,1.676947401,0.13066305,1,162,0.4,0.12804878,0.134146341,0.146341463,0.006097561,0.012195122,0,1,4,1,0.4,0,0,0,0,0,0,37,22,1,30,0.146341463,4.640710801,2.545123876,0.088235294,25
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,cond_set,0001037d,Non-Crypto,Non-Crypto,1,1,2,0,0,0,14,0,2,14,1.311590493,0.1,1,58,0,0.1,0.1,0.114285714,0,0.028571429,0,0,1,0,0,0,0,0,0,0,0,16,7,0,12,0.114285714,4.415311532,2.335617181,0.142857143,13
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_sub,000103a5,ECC,ECC,4,6,4,2,2,0.333333333,15.5,1,5,62,1.927406827,0.082688338,1,178,0.333333333,0.160447761,0.104477612,0.160447761,0,0.018656716,0,1,5,2,0.333333333,0,0,0,0,0,0,41,28,0,60,0.160447761,4.744979093,2.609840213,0.064516129,29
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_add,10475,ECC,ECC,4,6,4,2,2,0.333333333,15.5,1,5,62,1.922966639,0.082955277,1,178,0.333333333,0.169172932,0.105263158,0.154135338,0,0.018796992,0,1,5,2,0.333333333,0,0,0,0,0,0,41,28,0,60,0.154135338,4.700147375,2.645073814,0.064516129,28
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_cmp,10545,ECC,ECC,1,3,4,2,2,0.666666667,35,0,4,35,1.848922095,0.106382979,1,96,0,0.127659574,0.106382979,0.156028369,0,0.007092199,0,0,3,2,0,0,0,0,0,0,0,69,15,0,32,0.156028369,5.123886781,2.587582555,0.114285714,23
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_rshift1,000105a6,ECC,ECC,4,5,3,1,1,0.2,8.75,1,4,35,1.658149528,0.184744268,1,142,0.4,0.106796117,0.252427184,0.140776699,0.009708738,0,0.024271845,1,4,1,0.4,0,0,0,0,0,0,33,57,7,28,0.140776699,4.621662168,2.72200406,0.085714286,24
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,muladd,10607,Non-Crypto,Non-Crypto,3,4,3,0,0,0,23.66666667,1,4,71,1.181982562,0.060016659,1,174,5,0.131487889,0.08650519,0.190311419,0.003460208,0.017301038,0,1,3,0,5,0,0,0,0,0,0,60,25,1,52,0.190311419,4.85852398,2.444538021,0.042253521,34
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_mult,000106c6,ECC,ECC,13,19,8,6,6,0.315789474,10,1,7,130,1.898740391,0.114245701,1,430,0.631578947,0.15658363,0.129893238,0.142348754,0.001779359,0.010676157,0.003558719,4,15,6,0.631578947,0,0,0,0,0,0,41,75,3,120,0.142348754,4.993624346,2.680099937,0.061538462,44
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_modAdd,0001086b,ECC,ECC,4,9,7,3,3,0.333333333,8.75,1,8,35,1.63826644,0.066158663,1,100,1.333333333,0.132911392,0.088607595,0.208860759,0,0,0,2,7,3,1.333333333,0,0,0,0,0,0,45,14,0,40,0.208860759,4.790880296,2.80298238,0.2,19
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_modSub,000108d0,ECC,ECC,3,6,5,2,2,0.333333333,9,1,6,27,1.585910611,0.053535354,1,68,1.333333333,0.142857143,0.084033613,0.218487395,0,0,0,1,5,2,1.333333333,0,0,0,0,0,0,45,10,0,31,0.218487395,4.745490245,2.808633463,0.185185185,16
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_mmod,0001091e,ECC,ECC,15,26,13,9,9,0.346153846,12.6,0,13,189,1.727627408,0.158300982,1,832,5.769230769,0.104060914,0.246192893,0.10321489,0.005922166,0.011844332,0.018612521,5,21,9,5.769230769,0,0,0,0,0,0,189,313,25,188,0.10321489,5.485595578,2.729476535,0.068783069,75
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_modMult,00010bbc,ECC,ECC,1,3,4,2,2,0.666666667,26,1,4,26,1.837707744,0.077669903,1,52,0,0.145631068,0.077669903,0.213592233,0,0,0,0,3,2,0,0,0,0,0,0,0,93,8,0,28,0.213592233,4.795677183,2.791998734,0.153846154,16
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_modMult_fast,00010c03,ECC,ECC,1,2,3,1,1,0.5,26,0,3,26,1.711975929,0.095238095,1,62,0,0.123809524,0.095238095,0.180952381,0,0,0,0,2,1,0,0,0,0,0,0,0,96,10,0,25,0.180952381,4.867230922,2.675385898,0.115384615,17
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_modSquare_fast,00010c4a,ECC,ECC,1,2,3,1,1,0.5,14,0,3,14,1.528651793,0.095238095,1,42,0,0.126984127,0.095238095,0.206349206,0,0,0,0,2,1,0,0,0,0,0,0,0,16,6,0,16,0.206349206,4.022296451,2.851729124,0.214285714,10
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,vli_modInv_update,00010c71,ECC,ECC,5,9,6,2,2,0.222222222,8.8,1,8,44,1.630926011,0.100651913,1,160,1.555555556,0.133004926,0.133004926,0.15270936,0,0.009852217,0,2,7,2,1.555555556,0,0,0,0,0,0,37,27,0,41,0.15270936,4.813582352,2.73225561,0.136363636,25
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_modInv,00010d00,ECC,ECC,17,48,33,25,25,0.520833333,12.41176471,1,15,211,1.789171738,0.100555401,1,420,0.9375,0.128518972,0.094247246,0.172582619,0,0,0,7,41,25,0.9375,0,0,0,0,0,0,169,77,0,204,0.172582619,4.664468053,2.767654028,0.156398104,32
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,double_jacobian_default,00010fc0,ECC,ECC,7,34,29,25,25,0.735294118,35.42857143,2,17,248,1.496129072,0.097132944,1,686,1.882352941,0.118314425,0.11993517,0.175040519,0.000810373,0.001620746,0.001620746,2,32,25,1.882352941,0,0,0,0,0,0,104,150,3,291,0.175040519,5.012449394,2.776929537,0.116935484,41
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,x_side_default,0001129a,Non-Crypto,Non-Crypto,3,8,7,4,4,0.5,19.33333333,1,8,58,1.522113814,0.144439812,1,164,0.5,0.124528302,0.109433962,0.173584906,0,0.003773585,0,1,7,4,0.5,0,0,0,0,0,0,64,29,0,62,0.173584906,5.073092738,2.709441731,0.120689655,28
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_secp256r1,0001134c,ECC,ECC,1,1,2,0,0,0,7,1,2,7,1.312558148,0.083333333,1,24,0,0.125,0.083333333,0.166666667,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,5,0.166666667,3.033778136,2.864786979,0.285714286,6
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,vli_mmod_fast_secp256r1,11361,ECC,ECC,8,26,20,16,16,0.615384615,39,2,11,312,1.480381715,0.079131214,1,372,2.076923077,0.217770035,0.054006969,0.246515679,0,0,0,4,22,16,2.076923077,0,0,0,0,0,0,56,62,0,331,0.246515679,4.833118517,2.590269976,0.064102564,28
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,EccPoint_isZero,0001170a,ECC,ECC,1,2,3,1,1,0.5,14,0,3,14,1.497853003,0.105263158,1,42,0,0.122807018,0.105263158,0.175438596,0,0,0,0,2,1,0,0,0,0,0,0,0,12,6,0,12,0.175438596,4.378991987,2.886600228,0.214285714,12
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,apply_z,11730,Non-Crypto,Non-Crypto,1,5,6,4,4,0.8,37,0,4,37,1.74135181,0.085889571,1,82,0,0.134969325,0.085889571,0.202453988,0,0,0,0,5,4,0,0,0,0,0,0,0,64,14,0,45,0.202453988,4.402792374,2.787290663,0.162162162,14
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,XYcZ_initial_double,11798,ECC,ECC,4,11,9,6,6,0.545454545,15.75,0,8,63,1.806444597,0.084232359,1,122,0.545454545,0.146616541,0.07518797,0.221804511,0,0,0,1,10,6,0.545454545,0,0,0,0,0,0,76,20,0,73,0.221804511,4.870170409,2.827107273,0.142857143,25
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,XYcZ_add,11853,ECC,ECC,1,15,16,14,14,0.933333333,142,0,6,142,1.784115075,0.096096096,1,332,0,0.129129129,0.096096096,0.193693694,0,0,0,0,15,14,0,0,0,0,0,0,0,72,64,0,172,0.193693694,4.787249938,2.727565083,0.112676056,22
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,XYcZ_addC,119000000,ECC,ECC,1,21,22,20,20,0.952380952,210,0,7,210,1.82356629,0.097713098,1,482,0,0.127858628,0.097713098,0.183991684,0,0,0,0,21,20,0,0,0,0,0,0,0,136,94,0,247,0.183991684,4.806065572,2.701781611,0.104761905,22
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,EccPoint_mult,00011c2d,ECC,ECC,4,23,21,19,19,0.826086957,74,0,13,296,1.708918417,0.219129838,1,1242,0.086956522,0.083957219,0.253475936,0.095187166,0.009625668,0.005882353,0.019251337,1,22,19,0.086956522,0,0,0,0,0,0,220,510,54,303,0.095187166,5.232810201,2.724002391,0.070945946,50
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,regularize_k,00011fc3,Non-Crypto,Non-Crypto,6,12,8,3,3,0.25,9.333333333,0,9,56,1.217220794,0.147494172,1,212,4.916666667,0.099337748,0.208609272,0.122516556,0.003311258,0,0.013245033,3,9,3,4.916666667,0,0,0,0,0,0,32,67,3,49,0.122516556,5.330953293,2.788663921,0.142857143,36
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,EccPoint_compute_public_key,12066,ECC,ECC,4,8,6,3,3,0.375,12.25,1,8,49,0.952124149,0.028606965,1,152,2.875,0.128571429,0.10952381,0.157142857,0,0.004761905,0,1,7,3,2.875,0,0,0,0,0,0,104,23,0,49,0.157142857,5.223691566,2.710030515,0.12244898,31
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_nativeToBytes,000120f5,ECC,ECC,4,5,3,1,1,0.2,9.75,1,4,39,1.46877962,0.145619977,1,194,0.4,0.09009009,0.261261261,0.085585586,0.004504505,0,0.018018018,1,4,1,0.4,0,0,0,0,0,0,28,62,5,27,0.085585586,5.023839291,2.548569562,0.076923077,29
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_vli_bytesToNative,0001215c,ECC,ECC,4,6,4,2,2,0.333333333,14.75,1,5,59,1.671138581,0.172987616,1,278,0.333333333,0.083815029,0.260115607,0.083815029,0.005780347,0,0.01734104,1,5,2,0.333333333,0,0,0,0,0,0,32,96,6,41,0.083815029,5.355171057,2.552827885,0.06779661,43
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_generate_random_int,000121fa,ECC,ECC,12,20,10,4,4,0.2,7.083333333,2,12,85,1.178649751,0.096345243,1,356,5.05,0.084388186,0.217299578,0.113924051,0.004219409,0.004219409,0.012658228,5,15,4,5.05,0,0,0,0,0,0,45,109,8,69,0.113924051,5.260027898,2.728652767,0.117647059,44
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_valid_point,0001230f,ECC,ECC,9,18,11,5,5,0.277777778,8.666666667,1,14,78,1.067878189,0.056180981,1,242,2.222222222,0.114114114,0.12012012,0.141141141,0,0.006006006,0,4,14,5,2.222222222,0,0,0,0,0,0,92,40,0,71,0.141141141,5.192599917,2.74504347,0.141025641,35
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_valid_public_key,000123f7,ECC,ECC,4,9,7,4,4,0.444444444,13.75,2,8,55,1.488834749,0.059714712,1,140,2.111111111,0.125581395,0.106976744,0.153488372,0,0.004651163,0,1,8,4,2.111111111,0,0,0,0,0,0,88,23,0,48,0.153488372,5.218414746,2.759029208,0.127272727,27
x86,tinycrypt_ecc.o,gcc,O0,tinycrypt_ecc_x86_O0.o_features.json,uECC_compute_public_key,12492,ECC,ECC,8,17,11,6,6,0.352941176,13.125,2,14,105,1.015507909,0.098024136,1,376,5.294117647,0.090180361,0.200400802,0.096192385,0,0.004008016,0.012024048,3,14,6,5.294117647,0,0,0,0,0,0,124,106,0,81,0.096192385,5.356237115,2.680448538,0.104761905,44
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_rshift1,10000,ECC,ECC,4,5,3,0,0,0,5.25,1,4,21,0.854684703,0.119953416,1,98,6.2,0.050420168,0.260504202,0.058823529,0.008403361,0.008403361,0.025210084,2,3,0,6.2,0,0,0,0,0,0,4,34,4,13,0.058823529,4.784431521,2.336133026,0.142857143,18
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_mult,0001002e,ECC,ECC,21,28,9,4,3,0.142857143,6.80952381,1,10,143,1.392903215,0.052198988,1,376,1.785714286,0.150165017,0.095709571,0.132013201,0,0.018151815,0,8,20,4,1.785714286,0,0,0,0,0,0,77,58,0,123,0.132013201,5.455857316,2.433723225,0.062937063,52
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_add,10207,ECC,ECC,5,6,3,1,1,0.166666667,9,1,5,45,0.914684429,0.173449694,1,162,3.333333333,0.077272727,0.186363636,0.1,0.004545455,0.018181818,0.009090909,2,4,1,3.333333333,0,0,0,0,0,0,33,43,3,30,0.1,5.346772159,2.497346547,0.066666667,29
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,vli_modInv_update,0001027b,ECC,ECC,5,9,6,3,3,0.333333333,6,1,7,30,1.478245733,0.087865546,1,64,0.888888889,0.078431373,0.107843137,0.18627451,0,0.009803922,0,2,7,3,0.888888889,0,0,0,0,0,0,4,11,0,17,0.18627451,5.048216349,2.713536868,0.2,19
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_set_rng,000102c0,ECC,ECC,1,1,2,0,0,0,5,1,2,5,1.463335202,0.1,1,22,0,0.15,0.1,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,4,0.2,3.033778136,3.00869497,0.4,4
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_get_rng,000102d5,ECC,ECC,1,1,2,0,0,0,4,1,2,4,1.422942732,0.117647059,1,22,0,0.117647059,0.117647059,0.176470588,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,3,0.176470588,2.409267252,3.051601637,0.5,3
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_curve_private_key_size,102000000,ECC,ECC,1,0,1,0,0,0,7,2,1,7,1.32708357,0.355932203,1,38,0,0.084745763,0.322033898,0.050847458,0,0,0.033898305,0,0,0,0,0,0,0,0,0,0,8,21,0,6,0.050847458,4.201841232,2.474773699,0.142857143,6
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_curve_public_key_size,000102fb,ECC,ECC,1,0,1,0,0,0,4,2,1,4,1.298398051,0.111111111,1,14,0,0.222222222,0.111111111,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0.166666667,3.277613437,2.488554862,0.25,3
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_clear,10306,ECC,ECC,4,5,3,0,0,0,3,1,4,12,1.18787054,0.085144928,1,36,1.4,0.102040816,0.142857143,0.081632653,0,0.020408163,0,2,3,0,1.4,0,0,0,0,0,0,9,7,0,7,0.081632653,4.51070871,2.344761985,0.25,11
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_isZero,10328,ECC,ECC,5,6,3,1,1,0.166666667,3.6,1,5,18,0.855064293,0.121351767,1,66,1.666666667,0.070422535,0.183098592,0.056338028,0,0.014084507,0,2,4,1,1.666666667,0,0,0,0,0,0,9,13,0,7,0.056338028,4.67856294,2.145679195,0.166666667,17
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_testBit,0001035a,ECC,ECC,1,0,1,0,0,0,9,1,1,9,1.283194307,0.463157895,1,72,0,0.042105263,0.410526316,0.042105263,0.010526316,0.010526316,0.042105263,0,0,0,0,0,0,0,0,0,0,10,43,3,7,0.042105263,4.351823226,2.314193528,0.111111111,8
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_numBits,10376,ECC,ECC,12,17,7,2,2,0.117647059,2.583333333,1,11,31,0.778777621,0.134943182,1,218,1.117647059,0.060240964,0.253012048,0.030120482,0.006024096,0.012048193,0.018072289,6,11,2,1.117647059,0,0,0,0,0,0,9,45,4,17,0.030120482,5.247944552,2.387188335,0.225806452,28
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_set,000103c9,ECC,ECC,4,5,3,0,0,0,4.25,1,4,17,1.363844489,0.079831933,1,46,1.8,0.114285714,0.128571429,0.114285714,0,0.014285714,0,2,3,0,1.8,0,0,0,0,0,0,13,9,0,11,0.114285714,4.665734249,2.449797223,0.176470588,14
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_cmp_unsafe,000103f2,ECC,ECC,10,13,5,2,2,0.153846154,2.7,1,8,27,0.660569666,0.061708134,1,92,0.846153846,0.085106383,0.117021277,0.106382979,0,0.021276596,0,4,9,2,0.846153846,0,0,0,0,0,0,13,11,0,16,0.106382979,4.832169303,2.369065525,0.185185185,21
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_equal,0001043a,ECC,ECC,5,6,3,1,1,0.166666667,4.6,1,5,23,0.771962409,0.09542029,1,108,2.166666667,0.082474227,0.164948454,0.103092784,0.010309278,0.020618557,0,2,4,1,2.166666667,0,0,0,0,0,0,13,16,1,14,0.103092784,4.869146221,2.281533945,0.130434783,21
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,cond_set,10476,Non-Crypto,Non-Crypto,1,0,1,0,0,0,8,2,1,8,1.244224722,0.130434783,1,32,0,0.086956522,0.130434783,0.086956522,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,16,6,0,6,0.086956522,3.89366069,1.817233927,0.125,7
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_sub,0001048f,ECC,ECC,5,6,3,1,1,0.166666667,8.2,1,5,41,0.88468549,0.178498168,1,162,3.333333333,0.065420561,0.191588785,0.098130841,0.004672897,0.018691589,0.009345794,2,4,1,3.333333333,0,0,0,0,0,0,37,43,3,29,0.098130841,5.284884535,2.411403505,0.073170732,28
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,vli_mmod_fast_secp256r1,000104fa,ECC,ECC,8,26,20,16,16,0.615384615,27.125,2,11,217,1.182226267,0.117330969,1,304,1.461538462,0.171195652,0.065217391,0.222826087,0,0,0,4,22,16,1.461538462,0,0,0,0,0,0,64,48,0,185,0.222826087,4.920751814,2.597700151,0.092165899,33
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_cmp,000107a6,ECC,ECC,1,2,3,2,2,1,27,0,3,27,1.417152059,0.129032258,1,90,0,0.088709677,0.129032258,0.14516129,0,0,0,0,2,2,0,0,0,0,0,0,0,57,16,0,24,0.14516129,4.960786272,2.503799518,0.111111111,20
x86,tinycrypt_ecc.o,gcc,O1,tinycrypt_ecc_x86_O1.o_features.json,uECC_vli_modAdd,10700000,ECC,ECC,4,8,6,3,3,0.375,7.75,1,7,31,1.402704637,0.077601202,1,72,1.125,0.099173554,0.090909091,0.190082645,0,0,0,2,6,3,1.125,0,0,0,0,0,0,21,11,0,27,0.190082645,4.984440653,2.73826974,0.193548387,17
