architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,call_weak_fn,000104f0,Non-Crypto,3,3,2,1,0,0.3333333333333333,3.3333333333333335,0,4,0,0,0,0,10,1.185243780541054,0.07619047619047618,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,deregister_tm_clones,00010514,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,0,0,0,0,13,1.4717346409685779,0.16666666666666666,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,register_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,0,0,0,0,16,1.2973197446672957,0.20295698924731181,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,__do_global_dtors_aux,00010574,Non-Crypto,5,8,5,2,0,0.25,4.0,2,7,0,0,0,0,20,1.439674317334433,0.06583333333333333,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_init,000105b8,XOR-CIPHER,8,11,5,3,0,0.2727272727272727,9.5,1,5,0,0,0,0,76,1.095778116778713,0.061100755861785275,294,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,rol,000106ec,XOR-CIPHER,1,0,1,0,0,0.0,15.0,1,1,0,0,0,0,15,1.0164914029097398,0.14705882352941177,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_encrypt_block,00010728,XOR-CIPHER,10,15,7,2,0,0.13333333333333333,11.6,1,6,0,0,0,0,116,1.0495653450047393,0.041160587467230766,304,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,sub,000108f8,XOR-CIPHER,4,4,2,1,0,0.25,6.25,1,3,0,0,0,0,25,1.011568486978054,0.07303921568627451,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,perm,00010960,XOR-CIPHER,4,4,2,1,0,0.25,15.0,1,3,0,0,0,0,60,1.0409416573648314,0.0643731539802854,236,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,diff,00010a50,XOR-CIPHER,4,5,3,2,0,0.4,12.0,1,4,0,0,0,0,48,1.2894458262107868,0.09535878765247698,264,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_decrypt_block,00010b10,XOR-CIPHER,24,31,9,7,0,0.22580645161290322,8.708333333333334,1,4,0,0,0,0,209,1.012413056964195,0.03461606768187364,642,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_stream,00010e58,XOR-CIPHER,11,14,5,3,0,0.21428571428571427,9.909090909090908,1,4,0,0,0,0,109,1.2730415036143545,0.029254387441966845,238,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,main,0001100c,Non-Crypto,16,45,31,30,0,0.6666666666666666,13.0,1,19,0,0,0,0,208,1.451549975520286,0.043375436659928365,630,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,_init,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,1.6229810522232802,0.1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,__libc_start_main,00010470,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.756807370791777,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,__cxa_finalize,0001047c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.7568073707917775,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,printf,00010488,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.7568073707917775,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,free,00010494,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.756807370791777,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,memcpy,000104a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.7568073707917775,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,puts,000104ac,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.756807370791777,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,malloc,000104b8,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.756807370791777,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,putchar,000104d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.756807370791777,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,abort,000104dc,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,1.7568073707917775,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,_start,000104e8,Non-Crypto,1,2,3,2,0,1.0,15.0,1,3,0,0,0,0,15,1.310080848079985,0.041666666666666664,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,call_weak_fn,0001051c,Non-Crypto,3,3,2,1,0,0.3333333333333333,3.3333333333333335,0,4,0,0,0,0,10,1.0786921515408305,0.07619047619047618,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,deregister_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,0,0,0,0,13,1.4717346409685779,0.16666666666666666,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,register_tm_clones,0001056c,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,0,0,0,0,16,1.2973197446672957,0.20295698924731181,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,__do_global_dtors_aux,000105a0,Non-Crypto,5,8,5,2,0,0.25,4.0,2,7,0,0,0,0,20,1.439674317334433,0.06583333333333333,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_init,000105e4,XOR-CIPHER,5,8,5,2,0,0.25,8.4,1,5,0,0,0,0,42,1.08180080994117,0.10516043946182592,316,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,rol,00010690,XOR-CIPHER,1,0,1,0,0,0.0,7.0,1,1,0,0,0,0,7,0.7958667967679725,0.2236842105263158,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_encrypt_block,000106ac,XOR-CIPHER,5,9,6,1,0,0.1111111111111111,7.6,1,6,0,0,0,0,38,0.9894087081814078,0.0663438986871302,210,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,sub,00010744,XOR-CIPHER,3,3,2,0,0,0.0,3.3333333333333335,1,3,0,0,0,0,10,1.2354602103571686,0.14487179487179488,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,perm,00010770,XOR-CIPHER,3,3,2,0,0,0.0,6.0,1,3,0,0,0,0,18,1.0351746753371216,0.08244897959183674,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,diff,000107b8,XOR-CIPHER,3,4,3,1,0,0.25,6.333333333333333,1,4,0,0,0,0,19,1.170124843888691,0.10203097992288261,160,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_decrypt_block,00010804,XOR-CIPHER,16,23,9,5,0,0.21739130434782608,4.25,1,4,0,0,0,0,68,0.7774327846318709,0.05574041968997004,500,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_stream,00010918,XOR-CIPHER,8,12,6,3,0,0.25,5.75,1,5,0,0,0,0,46,0.711513636153415,0.059652373094986985,286,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,main,000109d0,Non-Crypto,11,39,30,24,0,0.6153846153846154,12.181818181818182,1,20,0,0,0,0,134,1.374835622896908,0.068710221842307,608,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,_init,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,1.6229810522232802,0.1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,__libc_start_main,00010470,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,__cxa_finalize,0001047c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,printf,00010488,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,free,00010494,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,memcpy,000104a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,puts,000104ac,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,malloc,000104b8,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,putchar,000104d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,abort,000104dc,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,_start,000104e8,Non-Crypto,1,2,3,2,0,1.0,15.0,1,3,0,0,0,0,15,1.310080848079985,0.041666666666666664,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,call_weak_fn,0001051c,Non-Crypto,3,3,2,1,0,0.3333333333333333,3.3333333333333335,0,4,0,0,0,0,10,1.1760608222005091,0.07619047619047618,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,deregister_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,0,0,0,0,13,1.4717346409685779,0.16666666666666666,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,register_tm_clones,0001056c,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,0,0,0,0,16,1.2973197446672957,0.20295698924731181,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,__do_global_dtors_aux,000105a0,Non-Crypto,5,8,5,2,0,0.25,4.0,2,7,0,0,0,0,20,1.439674317334433,0.06583333333333333,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_init,000105e4,XOR-CIPHER,13,25,14,1,0,0.04,8.307692307692308,1,15,0,0,0,0,108,0.9440773635493798,0.09712001213100509,856,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,rol,0001079c,XOR-CIPHER,1,0,1,0,0,0.0,7.0,1,1,0,0,0,0,7,0.7958667967679725,0.2236842105263158,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_encrypt_block,000107b8,XOR-CIPHER,3,6,5,0,0,0.0,31.333333333333332,1,6,0,0,0,0,94,1.3037214487749809,0.0703494444259612,234,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,sub,00010930,XOR-CIPHER,1,0,1,0,0,0.0,52.0,1,1,0,0,0,0,52,1.3852965858824164,0.011235955056179775,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,perm,00010a04,XOR-CIPHER,1,0,1,0,0,0.0,34.0,1,1,0,0,0,0,34,1.395814237445676,0.01639344262295082,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,diff,00010a8c,XOR-CIPHER,3,4,3,1,0,0.25,6.333333333333333,1,4,0,0,0,0,19,1.170124843888691,0.10203097992288261,160,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_decrypt_block,00010ad8,XOR-CIPHER,11,16,7,5,0,0.3125,12.909090909090908,1,4,0,0,0,0,142,0.8853486069535684,0.04016572900256591,398,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_stream,00010d14,XOR-CIPHER,8,12,6,3,0,0.25,5.75,1,5,0,0,0,0,46,0.711513636153415,0.059652373094986985,286,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,main,00010dcc,Non-Crypto,1,104,105,104,0,1.0,368.0,1,10,0,0,0,0,368,2.3525664288705386,0.06799637352674524,492,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,_init,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,1.6229810522232802,0.1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,__libc_start_main,00010470,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,__cxa_finalize,0001047c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,printf,00010488,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,free,00010494,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,memcpy,000104a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,puts,000104ac,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,malloc,000104b8,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,putchar,000104d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,abort,000104dc,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,_start,000104e8,Non-Crypto,1,2,3,2,0,1.0,15.0,1,3,0,0,0,0,15,1.310080848079985,0.041666666666666664,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,call_weak_fn,0001051c,Non-Crypto,3,3,2,1,0,0.3333333333333333,3.3333333333333335,0,4,0,0,0,0,10,1.1760608222005091,0.07619047619047618,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,deregister_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,0,0,0,0,13,1.4717346409685779,0.16666666666666666,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,register_tm_clones,0001056c,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,0,0,0,0,16,1.2973197446672957,0.20295698924731181,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,__do_global_dtors_aux,000105a0,Non-Crypto,5,8,5,2,0,0.25,4.0,2,7,0,0,0,0,20,1.439674317334433,0.06583333333333333,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
